,user_name,country,review_title,review_description,designation,points,price,province,region_1,region_2,winery,variety,sentiment
767,,US,Imagery 1999 Ash Creek Vineyard Cabernet Sauvignon (Alexander Valley),"Simple and earthy, with coffee and spiced plum flavors. Curiously lean and one-dimensional for such a great vintage. The tannins are soft and melted and acids are also easy.",Ash Creek Vineyard,85,35.0,California,Alexander Valley,Sonoma,Imagery,Cabernet Sauvignon,"Sentiment(polarity=0.20555555555555557, subjectivity=0.6317460317460318)"
768,,US,Talley 1997 Rosemary's Vineyard Pinot Noir (Arroyo Grande Valley),"Incredible depth of fruit, a bit reined in right now, but still exhibiting dark cherries, tar, leather and spices. Deep cherry flavors with a touch of anise or licorice. Excellent mouthfeel. Huge, almost overripe notes on the finish, but quite unevolved.",Rosemary's Vineyard,93,45.0,California,Arroyo Grande Valley,Central Coast,Talley,Pinot Noir,"Sentiment(polarity=0.4059523809523809, subjectivity=0.6892857142857144)"
769,,US,Brutocao 2006 Reserve Zinfandel (Mendocino),"With a fruity-sugary finish, this Zin will appeal to folks who like their red wines a little on the sweet side. It has pleasantly ripe flavors of black cherries, raspberries, red currants, root beer, mocha and pepper.",Reserve,86,34.0,California,Mendocino,,Brutocao,Zinfandel,"Sentiment(polarity=0.12152777777777778, subjectivity=0.425)"
770,@kerinokeefe,Italy,Fontanafredda 2015 Ebbio Nebbiolo (Langhe),"This enjoyable Nebbiolo opens with aromas of black cherry, rose petal and graphite. The bright accessible palate delivers ripe raspberry, white pepper and a hint of licorice alongside firm but refined tannins. Drink through 2019.",Ebbio,89,21.0,Piedmont,Langhe,,Fontanafredda,Nebbiolo,"Sentiment(polarity=0.25833333333333336, subjectivity=0.5083333333333333)"
771,,US,Morgan 2010 Cotes du Crow's Red (Monterey),"A sound, bistro-style wine that's dry and full-bodied. Made from Syrah and Grenache, it shows tobacco, cherry and spice flavors, with brisk acidity.",Cotes du Crow's,86,18.0,California,Monterey,Central Coast,Morgan,Rhône-style Red Blend,"Sentiment(polarity=0.07777777777777779, subjectivity=0.5333333333333333)"
772,,Italy,Mauro Veglio 2006 Vigneto Gattera  (Barolo),"Tar, black licorice, pressed red rose and crème de cassis notes open the bouquet. It is aging elegantly, sporting a garnet color with an amber highlight. The mouthfeel is intense and bright, with smooth, silky tannins.",Vigneto Gattera,91,45.0,Piedmont,Barolo,,Mauro Veglio,Nebbiolo,"Sentiment(polarity=0.2791666666666667, subjectivity=0.6479166666666667)"
773,@paulgwine ,US,Market Vineyards 2008 Benchmark Merlot (Columbia Valley (WA)),"A real success, this 100% Merlot, sourced from the Stillwater Creek and Conner Lee vineyards, is exotically scented with a rich mix of baking spices, coffee, dust, pencil lead and cedar. Lots of oak influence, but it plays well against the tart and mellow berry flavors. There is a suggestion of dried leaf, perhaps an indication of older vines.",Benchmark,92,35.0,Washington,Columbia Valley (WA),Columbia Valley,Market Vineyards,Merlot,"Sentiment(polarity=0.19791666666666666, subjectivity=0.42083333333333334)"
774,,US,Mounts 2006 Syrah (Dry Creek Valley),"Fruity, spicy and dry, with full-bodied flavors of blackberries, cherries, blueberries, mocha and crushed black pepper. Feels a bit hot and glyceriney-sweet from high alcohol.",,84,26.0,California,Dry Creek Valley,Sonoma,Mounts,Syrah,"Sentiment(polarity=-0.003888888888888891, subjectivity=0.5205555555555555)"
775,,Italy,Tenuta di Serramarrocco 2005 Serramarrocco Red (Sicilia),"Cabernet Sauvignon, Cabernet Franc and Merlot are blended to produce a wine of enormous intensity and personality. You'll get aromas of inky black fruit, barbecue sauce, cola, root beer and black cherry. The wine tastes beautifully smooth and soft in the mouth.",Serramarrocco,92,52.0,Sicily & Sardinia,Sicilia,,Tenuta di Serramarrocco,Red Blend,"Sentiment(polarity=0.03333333333333334, subjectivity=0.5233333333333333)"
776,@vboone,US,Williams Selyem 2015 Olivet Lane Vineyard Chardonnay (Russian River Valley),"This lovely, full-bodied white offers generous caramel apple and baked pear flavors cradled in toasted oak that brings nutmeg and vanilla aspects. The rich roundness finds refreshment on the finish in stony acidity.",Olivet Lane Vineyard,90,65.0,California,Russian River Valley,Sonoma,Williams Selyem,Chardonnay,"Sentiment(polarity=0.175, subjectivity=0.42000000000000004)"
777,@kerinokeefe,Italy,Gradis'ciutta 2013 Bratinis White (Collio),"Aromas of fragrant white flower, peach, chopped herb and exotic fruit lead reveal themselves on this radiant blend of Chardonnay, Ribolla Gialla and Sauvignon. The structured, focused palate offers Golden Delicious apple, nectarine zest and mineral while crisp acidity provides the elegant framework.",Bratinis,91,,Northeastern Italy,Collio,,Gradis'ciutta,White Blend,"Sentiment(polarity=0.37857142857142856, subjectivity=0.5595238095238095)"
778,@wineschach,Argentina,La Vuelta 2009 Unoaked Chardonnay (Mendoza),"A clean and easy style of Chardonnay with peach and melon aromas followed by a melony palate with nectarine and a touch of sweetness. It flattens out and loses intensity on the finish, but overall it's totally drinkable and solid.",Unoaked,85,8.0,Mendoza Province,Mendoza,,La Vuelta,Chardonnay,"Sentiment(polarity=0.08333333333333333, subjectivity=0.413888888888889)"
779,@paulgwine ,US,Animale 2011 Tempranillo (Yakima Valley),"This is the first Tempranillo from Animale, and it's a soft, supple wine with a pleasing mix of red berries and light tanned leather. It's well made, balanced and interesting, with hints of rose petals and dried leaves.",,88,25.0,Washington,Yakima Valley,Columbia Valley,Animale,Tempranillo,"Sentiment(polarity=0.23571428571428574, subjectivity=0.49047619047619045)"
780,@suskostrzewa,Greece,Elios 2015 Mediterranean White (Peloponnese),"Peach, honey and spice aromas start this blend from Elios. The wine has a rich overall quality with flavors of citrus and melon. Good acidity gives it lift.",Mediterranean,86,13.0,Peloponnese,,,Elios,White Blend,"Sentiment(polarity=0.35833333333333334, subjectivity=0.45)"
781,@vossroger,Portugal,Quevedo 2013 Oscar's Branco White (Douro),"Earthy, youthful aromas lead to a wine that's ripe while still finding its fruity character. The potential for the citrus and apricot flavors is there and should develop by mid-2015.",Oscar's Branco,84,12.0,Douro,,,Quevedo,Portuguese White,"Sentiment(polarity=0.0, subjectivity=1.0)"
782,@kerinokeefe,Italy,Ca'Romè 2010 Cerretta  (Barolo),"This opens with aromas of raw red berry, chopped herb and a slight whiff of cellar floor. The tight palate offers raspberry, morello cherry, white pepper and licorice alongside austere but refined tannins. Give this a few more years to fully come together. Drink 2020–2030.",Cerretta,90,115.0,Piedmont,Barolo,,Ca'Romè,Nebbiolo,"Sentiment(polarity=-0.022000915750915756, subjectivity=0.18923992673992673)"
783,@vossroger,Portugal,Dão Sul 2010 Cortello Branco White (Lisboa),"A blend of Arinto and Fernão Pires, this is very aromatic, full of citrus flavors, crisp and clean. Light, refreshing, quaffing wine. Screwcap.",Cortello Branco,84,,Lisboa,,,Dão Sul,Portuguese White,"Sentiment(polarity=0.3444444444444445, subjectivity=0.6111111111111112)"
784,@vossroger,France,Cave de Lugny 2012 La Côte Blanche  (Mâcon-Villages),"Light, fruity and lemony, this wine has some weight, but it is more about crisp citrus with a touch of pear.",La Côte Blanche,85,14.0,Burgundy,Mâcon-Villages,,Cave de Lugny,Chardonnay,"Sentiment(polarity=0.3833333333333333, subjectivity=0.5388888888888889)"
785,,Italy,Marabino 2007 Èureka Chardonnay (Sicilia),"Balanced and harmonious, Marabino's pretty Sicilian Chardonnay delivers stone fruit, jasmine, peach blossom and lingering tones of exotic fruit that give the wine length and persistency. The mouthfeel is lean and fresh and would pair with most seafood-based dishes.",Èureka,87,28.0,Sicily & Sardinia,Sicilia,,Marabino,Chardonnay,"Sentiment(polarity=0.3875, subjectivity=0.75)"
786,@vossroger,France,Jean-Baptiste Adam 2013 Réserve Gewurztraminer (Alsace),"There's a freshness to this wine, a product of the cool 2013 vintage. It plays down the rich spice and pushes up the crisp apple flavors, giving a dry character that's refreshing. It can be drunk now.",Réserve,88,24.0,Alsace,Alsace,,Jean-Baptiste Adam,Gewürztraminer,"Sentiment(polarity=0.10753968253968253, subjectivity=0.6722222222222223)"
787,,US,Anthony Nappa 2016 Bordo Antico Rex Farr Vineyards Cabernet Franc (North Fork of Long Island),"Made with organic grapes, this four-square Cabernet Franc offers lush, juicy black cherry and cassis flavors off set by savory tones of bramble, spice and herb. Deeply concentrated yet approachable and spry, it finishes with fine, feathery tannins that linger luxuriously.",Bordo Antico Rex Farr Vineyards,90,22.0,New York,North Fork of Long Island,Long Island,Anthony Nappa,Cabernet Franc,"Sentiment(polarity=0.09000000000000001, subjectivity=0.32666666666666666)"
788,@kerinokeefe,Italy,Vecchia Cantina di Montepulciano 2011 Riserva  (Vino Nobile di Montepulciano),"Lean and evolved, this offers raisin, espresso, orange zest and grilled sage notes. Bracing tannins leave an abrasive finish.",Riserva,86,29.0,Tuscany,Vino Nobile di Montepulciano,,Vecchia Cantina di Montepulciano,Red Blend,"Sentiment(polarity=0.1, subjectivity=0.0)"
789,@JoeCz,Australia,McWilliam's Hanwood Estate 2005 Merlot (South Eastern Australia),"In a flight of inexpensive Australian Merlot, this wine stood out for its density and concentration. Which is not to say it's a big wine, but it does offer plenty of mixed berry fruit and hints of chocolate in a medium-bodied wine. Picks up some savory olive and coffee notes on the mouthwatering finish.",,85,12.0,Australia Other,South Eastern Australia,,McWilliam's Hanwood Estate,Merlot,"Sentiment(polarity=0.0, subjectivity=0.11666666666666665)"
790,@paulgwine ,US,Siduri 2006 Beran Vineyard Pinot Noir (Willamette Valley),"The color is a bit murky, but the wine offers sound, solid varietal aromas and plenty of sweet fruit. It's definitely front-loaded, with sweet cherry/berry and a nicely managed finish with a lick of chocolate. It shows the California influence of the winemaker, who is based in Santa Rosa.",Beran Vineyard,88,39.0,Oregon,Willamette Valley,Willamette Valley,Siduri,Pinot Noir,"Sentiment(polarity=0.2571428571428571, subjectivity=0.4714285714285714)"
791,@gordone_cellars,US,Hirsch 2012 East Ridge Pinot Noir (Sonoma Coast),"Complex and fascinating aromas suggesting cranberry, cedar and mushroom get your attention right away. Next a tight, firmly tannic texture takes over and seems to hold on to the fruit flavors. The wine is light to medium in body, and seems likely to let its flavors out after 2019.",East Ridge,90,85.0,California,Sonoma Coast,Sonoma,Hirsch,Pinot Noir,"Sentiment(polarity=0.08839285714285713, subjectivity=0.5214285714285714)"
792,@wawinereport,US,Betz Family 2013 Besoleil Red (Columbia Valley (WA)),"This wine is a blend of Grenache (49%), Syrah (20%), Cinsault (16%), Mourvèdre (9%) and Counoise. Complex aromas of raspberry, blueberry, dried herbs and pepper lead to reserved yet rich fruit flavors that put a premium on purity. Give it time to open up.",Besoleil,92,47.0,Washington,Columbia Valley (WA),Columbia Valley,Betz Family,Rhône-style Red Blend,"Sentiment(polarity=-0.03125, subjectivity=0.5625)"
793,,US,Glen Ellen 2009 Zinfandel Rosé (California),"Light and sweet, with raspberry jelly flavors and lots of acidity.",Zinfandel,82,10.0,California,California,California Other,Glen Ellen,Rosé,"Sentiment(polarity=0.375, subjectivity=0.675)"
794,,US,Marimar Estate 2007 Doña Margarita Vineyard Mas Cavalls Pinot Noir (Russian River Valley),"A real dazzler in the mouth, offering complex tiers of cherries, raspberries, sweet vanilla, rose petals, cinnamon and clove and smoky sandalwood. This richness is perfectly balanced by crisp, coastal acidity and a hint of tannin astringency. Hard to keep from drinking it now, but it should develop over the next six years.",Doña Margarita Vineyard Mas Cavalls,93,44.0,California,Russian River Valley,Sonoma,Marimar Estate,Pinot Noir,"Sentiment(polarity=0.22604166666666667, subjectivity=0.5322916666666666)"
795,,Italy,Feudo Antico 2008 Tullum Red (Abruzzo),"This hearty red wine from central Italy would pair well with grilled meat or veal wrapped in sage leaves and sliced prosciutto ham. Loads of red berries are followed by notes of exotic spice, leather, tobacco and firm tannins. Drink in 3–5 more years.",Tullum,91,22.0,Central Italy,Abruzzo,,Feudo Antico,Red Blend,"Sentiment(polarity=0.13333333333333333, subjectivity=0.35833333333333334)"
796,@vossroger,Portugal,Quinta de Bandeiras 2009 Passagem White (Douro),"Very mineral, flavors of quince and almonds in a tight structure. The wine needs several months to open out.",Passagem,88,,Douro,,,Quinta de Bandeiras,Portuguese White,"Sentiment(polarity=0.005357142857142859, subjectivity=0.2714285714285714)"
797,,US,Bella Victorian 2009 Elena Syrah (California),"The California appellation is used because the winery's estate vineyard is in Ventura County, north of Los Angeles—a cool-climate, coastal growing region. This is rewardingly dry and complex, with an intriguing cured-meat note along with ripe blackberry and cassis flavors. The tannin-acid balance is great, making it a very enjoyable wine to drink now with game, lamb and beef.",Elena,91,40.0,California,California,California Other,Bella Victorian,Syrah,"Sentiment(polarity=0.1638888888888889, subjectivity=0.5549999999999999)"
798,@vossroger,France,Jean Reverdy et Fils 2015 Les Villots Rosé (Sancerre),"A red-fruit-dominated rosé that is full of bright fruits and a smooth texture. It has acidity to balance the ripe nature of the wine. This style is really for food, ripe and rich in the mouth.",Les Villots,88,24.0,Loire Valley,Sancerre,,Jean Reverdy et Fils,Rosé,"Sentiment(polarity=0.4050000000000001, subjectivity=0.56)"
799,@suskostrzewa,US,Autumn Hill 2007 Vintners Reserve Chardonnay (Monticello),"A nose of creamy toast and spice leads this round, smooth Chardonnay. Full and weighty on the palate with a pert, spicy spin, the wine is dependable and serious.",Vintners Reserve,85,18.0,Virginia,Monticello,,Autumn Hill,Chardonnay,"Sentiment(polarity=0.05416666666666668, subjectivity=0.5291666666666667)"
800,@vboone,US,Lynmar 2013 Five Sisters Pinot Noir (Russian River Valley),"This wine is a standout in an outstanding portfolio of 2013 vineyard- and block-designated wines from this producer. Five Sisters is big and burly at first, a fistful of leather and Asian baking spices that demands notice. Then subtlety takes over in lithe, sinewy waves of blueberry and blackberry, followed by a touch of licorice on the nearly endless finish.",Five Sisters,97,100.0,California,Russian River Valley,Sonoma,Lynmar,Pinot Noir,"Sentiment(polarity=0.125, subjectivity=0.41166666666666674)"
801,@vossroger,France,Jean-Luc and Paul Aegerter 2015  Gevrey-Chambertin,"This rich and structured wine is packed with both ripe black fruits and concentrated tannins. It is a big wine, a fine representation of this appellation with its dense flavors and aging potential. The wine should be ready from 2021.",,90,,Burgundy,Gevrey-Chambertin,,Jean-Luc and Paul Aegerter,Pinot Noir,"Sentiment(polarity=0.13749999999999998, subjectivity=0.5472222222222222)"
802,@vossroger,France,Gosset NV Grand Rosé Brut  (Champagne),"Light in color, this crisp and fruity wine has a balance between its red fruit flavors and the tight, bright acidity. It is softer and fruitier than some of the Gosset wines, making it immediately accessible and a fine apéritif style.",Grand Rosé Brut,89,85.0,Champagne,Champagne,,Gosset,Champagne Blend,"Sentiment(polarity=0.2804421768707483, subjectivity=0.439625850340136)"
803,,US,Talley 2011 Oliver's Vineyard Chardonnay (Edna Valley),"This Chardonnay showcases Edna Valley's signature intensely pure varietal flavors, yet the winemaker's interventions, of oak barrel aging and sur lie influence adding complexity. It's delicious with flavors of lemon curd, pineapples, guavas, nectarines, vanilla and buttered toast.",Oliver's Vineyard,91,36.0,California,Edna Valley,Central Coast,Talley,Chardonnay,"Sentiment(polarity=0.6071428571428571, subjectivity=0.75)"
804,@mattkettmann,US,Hunt Cellars 2014 Moonlight Sonata Chardonnay (Monterey County),"Clean if slightly sweet notes of apple, Meyer lemon pith, honeydew melon, peach blossom and bubblegum show on the nose of this bottling. It's quite light on the palate, with touches of light pear and apple, with that bubblegum touch arising as well.",Moonlight Sonata,88,37.0,California,Monterey County,Central Coast,Hunt Cellars,Chardonnay,"Sentiment(polarity=0.37916666666666665, subjectivity=0.6875)"
805,@vossroger,Portugal,Adega Cooperativa do Cartaxo 2012 Bridão Classico Red (Tejo),"Open and fruity, this delicious, already drinkable wine is a typical Portuguese blend that's dominated by Touriga Nacional. It has an attractive perfumed aroma along with toasty wood flavors and black currant freshness. The combination is full, forward and delicious now.",Bridão Classico,88,8.0,Tejo,,,Adega Cooperativa do Cartaxo,Portuguese Red,"Sentiment(polarity=0.40238095238095234, subjectivity=0.7119047619047619)"
806,@AnneInVino,Austria,Steininger 2012 Brut Sparkling (Österreichischer Sekt),"The softest apple notes are brought to the surface by the frothy foam. There is a lightness and a welcoming, fruity core of apple and lemon, with a gentle dollop of roundness. The finish is dry but fruit rules in this versatile, light-hearted apéritif.",Brut,88,30.0,Österreichischer Sekt,,,Steininger,Sparkling Blend,"Sentiment(polarity=0.2111111111111111, subjectivity=0.7999999999999999)"
807,@vossroger,Portugal,Quinta da Romaneira 2009 Red (Douro),"From a great year in the Douro, this is a complex, impressive wine. It has elegance rather than brute power, pushed forward by smooth yet dry tannins and ripe black fruits. A touch of spice, balanced acidity and a great potential for aging. Drink from 2016.",,93,34.0,Douro,,,Quinta da Romaneira,Portuguese Red,"Sentiment(polarity=0.30833333333333335, subjectivity=0.6791666666666667)"
808,,US,Fess Parker 2010 The Big Easy Red (Santa Barbara County),"Made from Syrah, Petite Sirah and Grenache, this robust, tannic blend has sweet-tasting jam and cola flavors, plus a note of peppery spice. It's a little hot due to the high alcohol, and it has a touch of green vegetable on the midpalate. Drink up.",The Big Easy,84,35.0,California,Santa Barbara County,Central Coast,Fess Parker,Rhône-style Red Blend,"Sentiment(polarity=-0.033749999999999995, subjectivity=0.5108333333333334)"
809,@kerinokeefe,Italy,Lechthaler 2012 Drago Pinot Grigio (Trentino),"This charming Pinot Grigio has a pretty nose of pear and white peach that carries through to the palate alongside lively citrus notes. This is simple but delicious, with crisp acidity that leaves a clean, dry finish. A perfect partner for pastas or grilled fish dishes.",Drago,87,15.0,Northeastern Italy,Trentino,,Lechthaler,Pinot Grigio,"Sentiment(polarity=0.36363636363636365, subjectivity=0.6573809523809524)"
810,@vossroger,France,Vollereaux 2007 Cuvée Marguerite Brut  (Champagne),"This is a beautiful wine showing remarkable richness and maturity. Hints of toast and bright fruits combine seamlessly to yield a full, ripe wine marked with with intense acidity. With concentration from old vines showing strongly, it's a wine that's ready to drink now.",Cuvée Marguerite Brut,92,60.0,Champagne,Champagne,,Vollereaux,Champagne Blend,"Sentiment(polarity=0.3783333333333334, subjectivity=0.6233333333333334)"
811,@vossroger,France,Château les Charmes Godard 2012  Francs Côtes de Bordeaux,"Fruity and perfumed, this is an attractive, juicy wine. Red berry and red currant fruits from the 27-acre estate give the wine freshness, gently underlined by the tannins. Drink from 2017.",,86,20.0,Bordeaux,Francs Côtes de Bordeaux,,Château les Charmes Godard,Bordeaux-style Red Blend,"Sentiment(polarity=0.25, subjectivity=0.45)"
812,@vossroger,France,Domaine Poulleau Père et Fils 2011 Vieilles Vignes  (Volnay),"Old vines always add some concentration to a wine, and this firm and dark wine is no exception. It's also juicy and fruity with a full character that is already attractive but should age well over 4–5 years.",Vieilles Vignes,89,,Burgundy,Volnay,,Domaine Poulleau Père et Fils,Pinot Noir,"Sentiment(polarity=0.18, subjectivity=0.51)"
813,@vossroger,Portugal,Lavradores de Feitoria 2005 Tres Bagos Red (Douro),"This grouping of top growers makes some of the best value wines from the Douro. Tres Bagos is their introductory bottling, a ripe, tarry firmly structured wine that is ready to drink, the juicy, black currant fruit delicious now.",Tres Bagos,88,20.0,Douro,,,Lavradores de Feitoria,Portuguese Red,"Sentiment(polarity=0.38888888888888884, subjectivity=0.5222222222222223)"
814,@wineschach,Chile,Alta Cima 2013 Speical Edition Reserva Syrah (Lontué Valley),"Angular plum and berry aromas are rubbery. This Syrah feels wide and blocky, but solid. Black-fruit flavors finish with drawing tannins and a shot of black coffee.",Speical Edition Reserva,86,11.0,Lontué Valley,,,Alta Cima,Syrah,"Sentiment(polarity=-0.08888888888888889, subjectivity=0.3111111111111111)"
815,@wawinereport,US,San Juan Vineyards 2014 Riesling (Yakima Valley),"Light aromas of ripe pear and jasmine precede medium-sweet, somewhat oily-feeling flavors. It doesn't all come together but still provides enjoyment.",,85,17.0,Washington,Yakima Valley,Columbia Valley,San Juan Vineyards,Riesling,"Sentiment(polarity=0.4, subjectivity=0.7)"
816,@wineschach,Argentina,Luigi Bosca 2005 Reserva Malbec (Luján de Cuyo),"This wine is much better than most in its class. The blackberry, graham cracker and exotic spice notes are particular to Bosca, while additional notes of bacon, chocolate and nutmeg add to the pleasure. For anyone looking for quintessential Argentine Malbec at a good price, we say start here.",Reserva,91,18.0,Mendoza Province,Luján de Cuyo,,Luigi Bosca,Malbec,"Sentiment(polarity=0.47333333333333333, subjectivity=0.5866666666666667)"
817,@paulgwine ,US,Hogue 2010 Reserve Merlot (Columbia Valley (WA)),"At first a stiff, unyielding wine, this shows promising—though compact—dark fruits with a strong herbal streak. Fresh greens and other herbs move into a finish with barrel flavors of tar and espresso.",Reserve,88,30.0,Washington,Columbia Valley (WA),Columbia Valley,Hogue,Merlot,"Sentiment(polarity=0.1288095238095238, subjectivity=0.4883333333333333)"
818,,US,Gan Eden 1994 Chardonnay (Sonoma County),"Apple-cider and earth aromas open to a simple apple-toast palate. The mouthfeel is even, the finish dry and rather woody. Then again, there are few drinkable California Chardonnays of this age.",,82,13.0,California,Sonoma County,Sonoma,Gan Eden,Chardonnay,"Sentiment(polarity=-0.06666666666666667, subjectivity=0.38928571428571435)"
819,,US,Eagles Landing 2004 Private Reserve Chardonnay (Russian River Valley),"At three-plus years, this Chard tastes soft and candied, with pineapple LifeSaver flavors.",Private Reserve,83,25.0,California,Russian River Valley,Sonoma,Eagles Landing,Chardonnay,"Sentiment(polarity=0.1, subjectivity=0.35)"
820,@vboone,US,Josh Cellars 2011 Cabernet Sauvignon (North Coast),"Opening with perfumy aromatics amid a core of cassis liqueur, this is a nicely balanced, easy-to-drink Cab that has concentration and finesse. With smatterings of Merlot, Syrah and Mourvèdre, it drinks well and will pair well, a serviceable choice for gatherings big and small.",,87,15.0,California,North Coast,North Coast,Josh Cellars,Cabernet Sauvignon,"Sentiment(polarity=0.11666666666666665, subjectivity=0.5)"
821,@wawinereport,US,Leonetti Cellar 2012 Reserve Red (Walla Walla Valley (WA)),"Just over 75% Cabernet Sauvignon with the balance Malbec (10%), Petit Verdot (8%) and Merlot, this wine offers brooding but well-delineated aromas and flavors of blackberry, dried flowers, black tea, herbs, earth, barrel spices and light meaty notes. It's packed tightly with firm tannins and also shows great length. Drink 2022–2028.",Reserve,94,150.0,Washington,Walla Walla Valley (WA),Columbia Valley,Leonetti Cellar,Bordeaux-style Red Blend,"Sentiment(polarity=0.07925170068027211, subjectivity=0.4527210884353741)"
822,@paulgwine ,US,Longplay 2012 Lia's Vineyard Pinot Noir (Chehalem Mountains),"Ripe and forward, this brings brambly berry fruit and plenty of Dr Pepper soda flavors front and center. It's a smooth ride to a quick finish. Both scents and flavors show a hint of pine needle.",Lia's Vineyard,88,27.0,Oregon,Chehalem Mountains,Willamette Valley,Longplay,Pinot Noir,"Sentiment(polarity=0.2111111111111111, subjectivity=0.3666666666666667)"
823,@paulgwine ,US,Panther Creek 2010 Shea Vineyard Pinot Noir,"The tart berry fruit flavors seem etched in place, as they are framed with sleek tannins, bright acidity and a sliver of steel. Aged 16 months in 30% new French oak, this wine seems to be somewhat shuttered, and has the structure to age well. Drink 2016–2024.",Shea Vineyard,91,50.0,Oregon,Willamette Valley,,Panther Creek,Pinot Noir,"Sentiment(polarity=0.1840909090909091, subjectivity=0.41363636363636364)"
824,@wineschach,Chile,Santa Rita 2015 Secret Reserve Pinot Noir (Central Valley),"A blast of fake-smelling clove is the dominant aroma on this sticky Pinot Noir. Clove returns as the singular flavor, while the finish is woody but not toasty or classy. This is uniquely one-dimensional, but in the wrong way.",Secret Reserve,81,11.0,Central Valley,,,Santa Rita,Pinot Noir,"Sentiment(polarity=-0.00833333333333334, subjectivity=0.9333333333333332)"
825,@kerinokeefe,Italy,Barale Fratelli 2013 Serraboella  (Barbaresco),"Classic Nebbiolo scents of rose, violet ripe berry and a hint of baking spice come together on this. The straightforward, approachable palate offers black cherry, coffee and clove alongside velvety tannins. It's a tad shy on freshness so enjoy over the next few years.",Serraboella,90,58.0,Piedmont,Barbaresco,,Barale Fratelli,Nebbiolo,"Sentiment(polarity=0.0861111111111111, subjectivity=0.3361111111111111)"
826,@JoeCz,France,Domaine de la Mordorée 2010 La Reine des Bois Red (Châteauneuf-du-Pape),"The Delorme family's luxury cuvée is aged in a fair bit of small oak, which imparts a plush texture and cedary overtones to the wine. It's full-bodied and powerful, loaded with dark cherry fruit and baking spices that linger on the finish. Drink now–2020 or so.",La Reine des Bois,94,141.0,Rhône Valley,Châteauneuf-du-Pape,,Domaine de la Mordorée,Rhône-style Red Blend,"Sentiment(polarity=0.06666666666666665, subjectivity=0.6166666666666667)"
827,@vossroger,France,Domaine Guy & Yan Dufouleur 2015 La Vacherotte  (Bourgogne Hautes Côtes de Nuits),"Produced by two members of one of Burgundy's grand families, this wine is fruity and soft. With a lightly toasty flavors, it's smooth and creamy, lit by lime-like acidity. Although young, it's likely to develop quickly. Drink from mid 2017.",La Vacherotte,86,28.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Domaine Guy & Yan Dufouleur,Chardonnay,"Sentiment(polarity=0.22916666666666666, subjectivity=0.5562499999999999)"
828,@mattkettmann,US,Testarossa 2014 Niclaire Pinot Noir (California),"Welcoming on the nose, this top-end bottling offers aromas of baked red cherry, clove and black plum before diving into crushed graphite, wet slate and loamy mud aromas. Soft on the palate but immediately vibrant with acidity, flavors of dark cranberry and tart cherry are lifted by anise-like spice.",Niclaire,92,80.0,California,California,California Other,Testarossa,Pinot Noir,"Sentiment(polarity=-0.01875, subjectivity=0.2520833333333333)"
829,,Italy,Cascina Adelaide 2005 4 Vigne  (Barolo),"Slightly disjointed at first, this Barolo with fruit sourced from four vineyard sites, needs a few minutes to open in the glass. The wine offers tertiary aromas of cured beef, smoked bacon and white mushroom. Drink now.",4 Vigne,87,56.0,Piedmont,Barolo,,Cascina Adelaide,Nebbiolo,"Sentiment(polarity=-0.002777777777777777, subjectivity=0.18333333333333335)"
830,@wineschach,Spain,Bocopa 2014 Conde de Alicante Red (Alicante),"Warm red-berry aromas are simple and fresh, a hallmark of a good Alicante wine. This is a touch sharp and drawing on the palate, with cherry, plum and berry flavors. Crisp and focused on the finish, this ranks as an ideal everyday quaffer.",Conde de Alicante,87,7.0,Levante,Alicante,,Bocopa,Red Blend,"Sentiment(polarity=0.303125, subjectivity=0.6029761904761903)"
831,@vboone,US,Jordan 2012 Cabernet Sauvignon (Alexander Valley),"This is a complex, layered and elegantly conceived wine. It's enjoyable now in its juicy waves of red currant and cassis, with a background hint of brown sugar and toasted oak.",,91,55.0,California,Alexander Valley,Sonoma,Jordan,Cabernet Sauvignon,"Sentiment(polarity=0.175, subjectivity=0.5)"
832,@wawinereport,US,Pacific Rim NV Flowers Brut Méthode Champenoise Riesling (Washington),This aromatic sparkler has appealing notes of kiwi and pineapple. It drinks dry with abundant fruit and spice flavors.,Flowers Brut Méthode Champenoise,89,19.0,Washington,Washington,Washington Other,Pacific Rim,Riesling,"Sentiment(polarity=0.3444444444444444, subjectivity=0.6833333333333332)"
833,,US,Patianna 2007 Sauvignon Blanc (Mendocino),"Shows more gooseberry and feline notes than previous vintages, but there's still enough sweet spearmint and pink grapefruit flavor to satisfy. The acidity is lovely and mouthwatering.",,88,18.0,California,Mendocino,,Patianna,Sauvignon Blanc,"Sentiment(polarity=0.18055555555555558, subjectivity=0.4777777777777777)"
834,@wineschach,Argentina,Michel Torino 2010 Don David Finca La Urquiza #8 Cabernet Sauvignon (Cafayate),"A green and herbal style of northern Argentine Cabernet Sauvignon, this smells like tobacco, green bean, bell pepper and oregano. Quite tannic in feel, it bears a roasted herb flavor, finishing savory but green.",Don David Finca La Urquiza #8,82,20.0,Other,Cafayate,,Michel Torino,Cabernet Sauvignon,"Sentiment(polarity=-0.20000000000000004, subjectivity=0.3)"
